id,company,title,url,applyUrl,source,sourceId,roleFamily,newgradStatus,locationText,workplace,remote,remoteScope,reviewLevel,experienceReferences,qualificationPaths,startWindow,startYears,skills,salary,sponsorship,sponsorshipNote,summary,newgradEvidence,aiEvidence,qualificationNote,publishedAt,deadline,verifiedAt,reviewNote
scaleai-greenhouse-4728014005,Scale AI,"Machine Learning Research Scientist, Evaluations",https://job-boards.greenhouse.io/scaleai/jobs/4728014005,https://job-boards.greenhouse.io/scaleai/jobs/4728014005,Greenhouse,4728014005,Research,unclear,"San Francisco, CA; Seattle, WA; New York, NY",Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],"[{""name"":""LLMs"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Deep learning"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Machine learning"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""reinforcement learning"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,Research and experimentation on machine-learning methods or model behavior.,"Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies Research work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:48:57.350813+00:00,"Listed with a role-specific URL in the current official Greenhouse public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
scaleai-greenhouse-4528009005,Scale AI,"Machine Learning Research Scientist, Post-Training",https://job-boards.greenhouse.io/scaleai/jobs/4528009005,https://job-boards.greenhouse.io/scaleai/jobs/4528009005,Greenhouse,4528009005,Research,unclear,"San Francisco, CA; Seattle, WA; New York, NY",Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],"[{""name"":""LLMs"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Deep learning"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Machine learning"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""reinforcement learning"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,Research and experimentation on machine-learning methods or model behavior.,"Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies Research work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:48:57.350813+00:00,"Listed with a role-specific URL in the current official Greenhouse public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
scaleai-greenhouse-4534631005,Scale AI,"ML Research Engineer, ML Systems",https://job-boards.greenhouse.io/scaleai/jobs/4534631005,https://job-boards.greenhouse.io/scaleai/jobs/4534631005,Greenhouse,4534631005,Research,unclear,"San Francisco, CA; Seattle, WA; New York, NY",Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],"[{""name"":""PyTorch"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""LLMs"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""CUDA"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,Research and experimentation on machine-learning methods or model behavior.,"Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies Research work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:48:57.350813+00:00,"Listed with a role-specific URL in the current official Greenhouse public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
scale-ai-greenhouse-4730836005,Scale AI,Software Engineer - New Grad,https://job-boards.greenhouse.io/scaleai/jobs/4730836005,https://job-boards.greenhouse.io/scaleai/jobs/4730836005,Greenhouse,4730836005,ML Infrastructure,explicit,"San Francisco, CA",On-site,False,,curated-source-review,,"[{""degrees"":[""Bachelor""],""minYears"":0,""experienceType"":""not stated"",""graduation"":""Fall 2026 or Spring 2027"",""graduationYears"":[2026,2027],""evidence"":""Bachelor's degree or equivalent in CS, EECS, Computer Engineering, or Statistics; product engineering experience may be coursework/project based.""}]",Fall 2026 or Spring 2027,[],"[{""name"":""Python"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""TypeScript"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""React"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""SQL"",""level"":""mentioned"",""alternativeGroup"":null}]","[{""min"":124000,""max"":162000,""currency"":""USD"",""period"":""year"",""scope"":""US base salary""}]",Not stated,Not stated,"Ship customer-facing software and AI infrastructure products for visualizing, querying, and exploring data used to build and deploy AI systems.",Title and opening paragraph explicitly identify a New Grad Software Engineer opportunity.,The JD describes Scale's AI data/full-stack products and specifically lists new AI infrastructure products.,"Bachelor's degree or equivalent in CS, EECS, Computer Engineering, or Statistics; product engineering experience may be coursework/project based.",,,2026-09-21T19:09:53Z,"Official Greenhouse board API returned this ID with the exact title, US location, full JD, and an Apply button at verification time."
scaleai-greenhouse-4363623005,Scale AI,"Software Engineer, Frontier AI Infrastructure",https://job-boards.greenhouse.io/scaleai/jobs/4363623005,https://job-boards.greenhouse.io/scaleai/jobs/4363623005,Greenhouse,4363623005,ML Infrastructure,unclear,"San Francisco, CA; St. Louis, MO; New York, NY; Washington, DC",Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],"[{""name"":""Kubernetes"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Docker"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""AWS"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""GCP"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,"Engineering systems for machine-learning training, deployment or inference.","Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies ML Infrastructure work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:48:57.350813+00:00,"Listed with a role-specific URL in the current official Greenhouse public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
sierra-ashby-d9c445da-c7b4-43a3-8d71-d367681c3015,Sierra,APX (New Grad 2027),https://jobs.ashbyhq.com/sierra/d9c445da-c7b4-43a3-8d71-d367681c3015,https://jobs.ashbyhq.com/sierra/d9c445da-c7b4-43a3-8d71-d367681c3015/application,Ashby,d9c445da-c7b4-43a3-8d71-d367681c3015,AI Applications,explicit,"San Francisco, CA",Not stated,False,,curated-source-review,,"[{""degrees"":[""Bachelor"",""Master""],""minYears"":0,""experienceType"":""not stated"",""graduation"":""June 2027"",""graduationYears"":[2027],""evidence"":""Live APX posting explicitly accepts undergraduate or Master degree completion by June 2027 and names React, TypeScript, Python, and Go.""}]",2027,[2027],"[{""name"":""React"",""level"":""mentioned""},{""name"":""TypeScript"",""level"":""mentioned""},{""name"":""Python"",""level"":""mentioned""},{""name"":""Go"",""level"":""mentioned""}]",[],Not stated,Not stated,Rotational program builds and ships AI agents with customers and Sierra's platform.,"Live APX posting explicitly accepts undergraduate or Master degree completion by June 2027 and names React, TypeScript, Python, and Go.",Rotational program builds and ships AI agents with customers and Sierra's platform.,"Live APX posting explicitly accepts undergraduate or Master degree completion by June 2027 and names React, TypeScript, Python, and Go.",2026-08-31T22:47:06.440+00:00,,2026-09-21T19:45:51.427009+00:00,"Rechecked the complete live official Ashby posting. Live APX posting explicitly accepts undergraduate or Master degree completion by June 2027 and names React, TypeScript, Python, and Go."
sierra-ashby-149f368c-52d5-408f-ba26-ad888f318a00,Sierra,"Software Engineer, Agent (New Grad 2027)",https://jobs.ashbyhq.com/sierra/149f368c-52d5-408f-ba26-ad888f318a00,https://jobs.ashbyhq.com/sierra/149f368c-52d5-408f-ba26-ad888f318a00/application,Ashby,149f368c-52d5-408f-ba26-ad888f318a00,AI Applications,explicit,"San Francisco, CA; New York, NY",Not stated,False,,curated-source-review,,"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""2027"",""graduationYears"":[2027],""evidence"":""Live posting title marks New Grad 2027, but the captured requirements do not establish a degree path or named technical skill requirement; leave those fields empty.""}]",2027,[2027],[],[],Not stated,Not stated,Build production AI agents and agent infrastructure for customer workflows.,"Live posting title marks New Grad 2027, but the captured requirements do not establish a degree path or named technical skill requirement; leave those fields empty.",Build production AI agents and agent infrastructure for customer workflows.,"Live posting title marks New Grad 2027, but the captured requirements do not establish a degree path or named technical skill requirement; leave those fields empty.",2026-08-31T17:54:40.218+00:00,,2026-09-21T19:45:51.427004+00:00,"Rechecked the complete live official Ashby posting. Live posting title marks New Grad 2027, but the captured requirements do not establish a degree path or named technical skill requirement; leave those fields empty."
snorkelai-greenhouse-5690608004,Snorkel AI,Research Scientist,https://job-boards.greenhouse.io/snorkelai/jobs/5690608004,https://job-boards.greenhouse.io/snorkelai/jobs/5690608004,Greenhouse,5690608004,Research,unclear,"New York City, NY (Hybrid); San Francisco, CA (Hybrid); United States (Remote)",Remote,True,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],"[{""name"":""Python"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""PyTorch"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""TensorFlow"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""LLMs"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""NLP"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Machine learning"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""AWS"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,Research and experimentation on machine-learning methods or model behavior.,"Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies Research work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:48:57.350813+00:00,"Listed with a role-specific URL in the current official Greenhouse public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
snorkelai-greenhouse-6009489004,Snorkel AI,Research Scientist - Frontier Benchmarks,https://job-boards.greenhouse.io/snorkelai/jobs/6009489004,https://job-boards.greenhouse.io/snorkelai/jobs/6009489004,Greenhouse,6009489004,Research,unclear,"New York City, NY (Hybrid); San Francisco, CA (Hybrid); United States (Remote)",Remote,True,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],"[{""name"":""Go"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""LLMs"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""NLP"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Machine learning"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,Research and experimentation on machine-learning methods or model behavior.,"Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies Research work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:48:57.350813+00:00,"Listed with a role-specific URL in the current official Greenhouse public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
specter-ashby-4129379f-8d85-4929-affd-1e5fd604b0a9,Specter,Software Engineer - Applied AI,https://jobs.ashbyhq.com/specter/4129379f-8d85-4929-affd-1e5fd604b0a9,https://jobs.ashbyhq.com/specter/4129379f-8d85-4929-affd-1e5fd604b0a9,Ashby,4129379f-8d85-4929-affd-1e5fd604b0a9,AI Applications,unclear,San Francisco,Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],"[{""name"":""Python"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""PyTorch"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Computer vision"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Kubernetes"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Docker"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,Engineering applications or workflows that use AI models.,"Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies AI Applications work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:57:33.199849+00:00,"Listed with a role-specific URL in the current official Ashby public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
specter-ashby-3400c31a-12a8-4e82-9f14-502ac3a35ca6,Specter,Software Engineer - ML Infrastructure,https://jobs.ashbyhq.com/specter/3400c31a-12a8-4e82-9f14-502ac3a35ca6,https://jobs.ashbyhq.com/specter/3400c31a-12a8-4e82-9f14-502ac3a35ca6,Ashby,3400c31a-12a8-4e82-9f14-502ac3a35ca6,ML Infrastructure,unclear,San Francisco,Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],"[{""name"":""Python"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""C++"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Go"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""PyTorch"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""TensorFlow"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""LLMs"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Computer vision"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Machine learning"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Spark"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Ray"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,"Engineering systems for machine-learning training, deployment or inference.","Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies ML Infrastructure work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:57:33.199849+00:00,"Listed with a role-specific URL in the current official Ashby public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
sprinter-health-ashby-707e8513-866d-4ac4-861a-b9c05cc9c00c,Sprinter Health,AI Research Scientist,https://jobs.ashbyhq.com/sprinter-health/707e8513-866d-4ac4-861a-b9c05cc9c00c,https://jobs.ashbyhq.com/sprinter-health/707e8513-866d-4ac4-861a-b9c05cc9c00c,Ashby,707e8513-866d-4ac4-861a-b9c05cc9c00c,Research,unclear,"San Francisco, CA; Menlo Park, CA",Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],"[{""name"":""Machine learning"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,Research and experimentation on machine-learning methods or model behavior.,"Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies Research work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:57:33.199849+00:00,"Listed with a role-specific URL in the current official Ashby public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
sprinter-health-ashby-7c0cb244-0fa0-439d-b7dd-d24fc18e6d26,Sprinter Health,"Applied Scientist, AI",https://jobs.ashbyhq.com/sprinter-health/7c0cb244-0fa0-439d-b7dd-d24fc18e6d26,https://jobs.ashbyhq.com/sprinter-health/7c0cb244-0fa0-439d-b7dd-d24fc18e6d26,Ashby,7c0cb244-0fa0-439d-b7dd-d24fc18e6d26,Applied Data Science,unclear,"San Francisco, CA",Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],"[{""name"":""Python"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""PyTorch"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""LLMs"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""NLP"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Deep learning"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Machine learning"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,"Data analysis, statistical modeling or applied machine learning for organizational decisions.","Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies Applied Data Science work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:57:33.199849+00:00,"Listed with a role-specific URL in the current official Ashby public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
sprinter-health-ashby-e9da533c-5af2-448c-b48a-ffb331ee76e2,Sprinter Health,"Applied Scientist, Optimization & Logistics",https://jobs.ashbyhq.com/sprinter-health/e9da533c-5af2-448c-b48a-ffb331ee76e2,https://jobs.ashbyhq.com/sprinter-health/e9da533c-5af2-448c-b48a-ffb331ee76e2,Ashby,e9da533c-5af2-448c-b48a-ffb331ee76e2,Applied Data Science,unclear,"San Francisco, CA",Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],"[{""name"":""Python"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""SQL"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Machine learning"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,"Data analysis, statistical modeling or applied machine learning for organizational decisions.","Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies Applied Data Science work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:57:33.199849+00:00,"Listed with a role-specific URL in the current official Ashby public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
stripe-greenhouse-8137997,Stripe,Machine Learning Engineer,https://stripe.com/jobs/search?gh_jid=8137997,https://stripe.com/jobs/search?gh_jid=8137997,Greenhouse,8137997,ML Engineering,unclear,"South San Francisco, CA",Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],"[{""name"":""PyTorch"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""TensorFlow"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Deep learning"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Machine learning"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Spark"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""reinforcement learning"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,Engineering and evaluating machine-learning models or model-powered systems.,"Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies ML Engineering work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:48:57.350813+00:00,"Listed with a role-specific URL in the current official Greenhouse public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
thinkingmachines-ashby-4087e0f6-4295-419a-ba02-08e95a74ceea,Thinking Machines Lab,"Research Engineer, Infrastructure, Inference",https://jobs.ashbyhq.com/thinkingmachines/4087e0f6-4295-419a-ba02-08e95a74ceea,https://jobs.ashbyhq.com/thinkingmachines/4087e0f6-4295-419a-ba02-08e95a74ceea,Ashby,4087e0f6-4295-419a-ba02-08e95a74ceea,Research,unclear,San Francisco,Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],"[{""name"":""PyTorch"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""JAX"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Deep learning"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Kubernetes"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Ray"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,Research and experimentation on machine-learning methods or model behavior.,"Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies Research work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:57:33.199849+00:00,"Listed with a role-specific URL in the current official Ashby public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
thinkingmachines-ashby-2d7a9e99-836a-475b-9ae3-b6b1df8baa6d,Thinking Machines Lab,"Research Engineer, Infrastructure, Kernels",https://jobs.ashbyhq.com/thinkingmachines/2d7a9e99-836a-475b-9ae3-b6b1df8baa6d,https://jobs.ashbyhq.com/thinkingmachines/2d7a9e99-836a-475b-9ae3-b6b1df8baa6d,Ashby,2d7a9e99-836a-475b-9ae3-b6b1df8baa6d,Research,unclear,San Francisco,Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],"[{""name"":""PyTorch"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""JAX"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""LLMs"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Deep learning"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Machine learning"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""CUDA"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,Research and experimentation on machine-learning methods or model behavior.,"Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies Research work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:57:33.199849+00:00,"Listed with a role-specific URL in the current official Ashby public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
thinkingmachines-ashby-93855db2-9a80-421d-9e80-ace9eca24650,Thinking Machines Lab,"Research Engineer, Infrastructure, Numerics",https://jobs.ashbyhq.com/thinkingmachines/93855db2-9a80-421d-9e80-ace9eca24650,https://jobs.ashbyhq.com/thinkingmachines/93855db2-9a80-421d-9e80-ace9eca24650,Ashby,93855db2-9a80-421d-9e80-ace9eca24650,Research,unclear,San Francisco,Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],"[{""name"":""PyTorch"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""JAX"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Deep learning"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Machine learning"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,Research and experimentation on machine-learning methods or model behavior.,"Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies Research work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:57:33.199849+00:00,"Listed with a role-specific URL in the current official Ashby public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
